"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"1607","Jungle Book (1942)","Jungle Book",1942,3,3,"APPROVED","03 Apr 1942",108,"Action, Adventure, Family","Zoltan Korda","Laurence Stallings (adaptation)","Sabu, Joseph Calleia, John Qualen, Frank Puglia","A boy raised by wolves tries to adapt to human village life.","English","USA, UK","Nominated for 4 Oscars. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMzM4MzQ0NjQ4Ml5BMl5BanBnXkFtZTcwNjEzMzU1MQ@@._V1_SX300.jpg",NA,6.8,"2,602","tt0034928","movie","True",NA,"USA","Action"
"1608","Junior (1994)","Junior",1994,1,1,"PG-13","23 Nov 1994",109,"Comedy, Romance, Sci-Fi","Ivan Reitman","Kevin Wade, Chris Conrad","Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella","As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","English","USA","Nominated for 1 Oscar. Another 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_SX300.jpg",NA,4.5,"51,017","tt0110216","movie","True",NA,"USA","Comedy"
"1609","Juno (2007)","Juno",2007,4,4,"PG-13","25 Dec 2007",96,"Comedy, Drama, Romance","Jason Reitman","Diablo Cody","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.","English","USA","Won 1 Oscar. Another 87 wins & 84 nominations.","http://ia.media-imdb.com/images/M/MV5BMTgxMjgyMTcyNF5BMl5BanBnXkFtZTcwMDg1MTU1MQ@@._V1_SX300.jpg",81,7.5,"389,163","tt0467406","movie","True",NA,"USA","Comedy"
"1610","Jurassic Park (1993)","Jurassic Park",1993,3,3,"PG-13","11 Jun 1993",127,"Adventure, Sci-Fi, Thriller","Steven Spielberg","Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.","English, Spanish","USA","Won 3 Oscars. Another 25 wins & 16 nominations.","http://ia.media-imdb.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg",68,8.1,"544,507","tt0107290","movie","True",NA,"USA","Adventure"
"1611","Just Another Missing Kid (1982)","Just Another Missing Kid",1982,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1612","Just for You (1952)","Just for You",1952,1,1,"N/A","01 Sep 1952",104,"Comedy, Drama, Musical","Elliott Nugent","Stephen Vincent Benet (story), Robert Carson","Bing Crosby, Jane Wyman, Ethel Barrymore, Robert Arthur","Jordan Blake (a widower) is a successful Broadway Producer who has always been to busy for his children, Barbara and Jerry. Girlfriend, Carolina a musical comedy star, urges Jordan to take ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTU1MDQ0MjczMV5BMl5BanBnXkFtZTcwNTM0NDYxMQ@@._V1_SX300.jpg",NA,6.1,"224","tt0044782","movie","True",NA,"USA","Comedy"
"1613","Just Imagine (1930)","Just Imagine",1930,1,1,"PASSED","23 Nov 1930",113,"Comedy, Fantasy, Musical","David Butler","Buddy G. DeSylva (story), Lew Brown (story), Ray Henderson (story), David Butler (continuity)","El Brendel, Maureen O'Sullivan, John Garrick, Marjorie White","New York, 1980: airplanes have replaced cars, numbers have replaced names, pills have replaced food, government-arranged marriages have replaced love, and test tube babies have replaced ......","English","USA","N/A","N/A",NA,5.6,"425","tt0021016","movie","True",NA,"USA","Comedy"
"1614","K-Z (1972)","K-Z",1972,1,1,"N/A","N/A",NA,"Documentary, Short","Giorgio Treves","N/A","N/A","N/A","N/A","Italy","N/A","N/A",NA,5.8,"5","tt0068790","movie","True",NA,"Italy","Documentary"
"1615","Kagemusha (The Shadow Warrior) (1980)","Kagemusha (The Shadow Warrior)",1980,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1616","Kahl (1961)","Kahl",1961,1,1,"N/A","N/A",12,"Documentary, Short","Haro Senft","Dieter Rüsse","N/A","N/A","German","West Germany","N/A","N/A",NA,5.6,"8","tt0055040","movie","True",NA,"West Germany","Documentary"
"1617","Kama Sutra Rides Again (1972)","Kama Sutra Rides Again",1972,1,1,"N/A","N/A",9,"Animation, Short","Bob Godfrey","Stan Hayward (script), John Lloyd (additional material), Ralph Edney (additional material)","Bob Godfrey, L.J. Dickens","N/A","English","UK","N/A","N/A",NA,5.9,"112","tt0068793","movie","True",NA,"UK","Animation"
"1618","Kangaroo Court (1994)","Kangaroo Court",1994,1,1,"N/A","26 Sep 2001",NA,"Short","Sean Astin","Laurence Andries","Gregory Hines, Stoney Jackson, Mister Jones, Michael O'Keefe","N/A","English","USA","N/A","N/A",NA,8.2,"98","tt0110239","movie","True",NA,"USA","Short"
"1619","Kapo (1960)","Kapo",1960,1,1,"N/A","N/A",27,"Documentary, Short","Tadeusz Jaworski","N/A","N/A","N/A","N/A","Poland","N/A","N/A",NA,NA,"N/A","tt2042468","movie","True",NA,"Poland","Documentary"
"1620","Karl Hess: Toward Liberty (1980)","Karl Hess: Toward Liberty",1980,1,1,"N/A","01 Oct 1980",26,"Documentary, Short, Biography","Roland Hallé, Peter W. Ladue","N/A","Karl Hess, Kevin Burns, Barry Goldwater, Adolf Hitler","A look at Karl Hess, libertarian intellectual and activist, from his background as a magazine editor in his youth to his work as a Republican speechwriter, as he became simultaneously a ...","English","USA","Won 1 Oscar. Another 1 win & 1 nomination.","N/A",NA,7.2,"32","tt0080987","movie","True",NA,"USA","Documentary"
"1621","Kate & Leopold (2001)","Kate & Leopold",2001,1,1,"PG-13","25 Dec 2001",118,"Comedy, Fantasy, Romance","James Mangold","Steven Rogers (story), James Mangold (screenplay), Steven Rogers (screenplay)","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer","Kate and her actor brother live in N.Y. in the 21st Century. Her ex-boyfriend, Stuart, lives above her apartment. Stuart finds a space near the Brooklyn Bridge where there is a gap in time....","English, French","USA","Nominated for 1 Oscar. Another 1 win & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BODU1MzU0OTUwOF5BMl5BanBnXkFtZTYwNjA5NTA5._V1_SX300.jpg",44,6.3,"60,762","tt0035423","movie","True",NA,"USA","Comedy"
"1622","Katyn (2007)","Katyn",2007,1,1,"N/A","21 Sep 2007",121,"Drama, History, War","Andrzej Wajda","Andrzej Mularczyk (story), Przemyslaw Nowakowski (screenplay), Wladyslaw Pasikowski (screenplay), Andrzej Wajda (screenplay)","Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka","An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.","Polish, Russian, German","Poland","Nominated for 1 Oscar. Another 14 wins & 11 nominations.","http://ia.media-imdb.com/images/M/MV5BMjk3ODEzNzIwMl5BMl5BanBnXkFtZTcwMzM5Mjc1MQ@@._V1_SX300.jpg",81,7,"11,923","tt0879843","movie","True",NA,"Poland","Drama"
"1623","Kavi (2009)","Kavi",2009,1,1,"N/A","12 Mar 2010",19,"Short, Drama","Gregg Helvey","Gregg Helvey","Sagar Salunke, Ulhas Tayade, Rajesh Kumar, Madhavi Juvekar","The story of a young boy who attempts to escape from the brick kiln where he is forced to work as a bonded labor slave in India.","Hindi","USA, India","Nominated for 1 Oscar. Another 20 wins.","http://ia.media-imdb.com/images/M/MV5BMjE1OTM4OTQ3Nl5BMl5BanBnXkFtZTgwOTE0MzA2MDE@._V1_SX300.jpg",NA,6.9,"297","tt1399573","movie","True",NA,"USA","Short"
"1624","Keats and His Nightingale: A Blind Date (1985)","Keats and His Nightingale: A Blind Date",1985,1,1,"N/A","N/A",30,"Documentary, Short","Jim Wolpaw","Jim Wolpaw","Alan Powers","N/A","English","USA","N/A","N/A",NA,7.6,"8","tt0089408","movie","True",NA,"USA","Documentary"
"1625","Keeper of Promises (The Given Word) (1962)","Keeper of Promises (The Given Word)",1962,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1626","Kenji Comes Home (1949)","Kenji Comes Home",1949,1,1,"N/A","N/A",NA,"Documentary","Charles F. Schwep","Basil Beyea (commentary), Charles F. Schwep (script)","William Canfield","N/A","English","USA","N/A","N/A",NA,NA,"N/A","tt0041542","movie","True",NA,"USA","Documentary"
"1627","Kenojuak (1964)","Kenojuak",1964,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1628","Kentucky (1938)","Kentucky",1938,1,1,"PASSED","30 Dec 1938",96,"Drama, Romance, Sport","David Butler","Lamar Trotti (screen play), John Taintor Foote (screen play), John Taintor Foote (from the story ""The Look of Eagles"" by)","Loretta Young, Richard Greene, Walter Brennan, Douglass Dumbrille","Romeo and Juliet story set amidst horse racing in Kentucky. The family feud of lovers Jack and Sally goes back to the Civil War and is kept alive by her Uncle Peter.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTIxMTcxNzkzMl5BMl5BanBnXkFtZTYwNzM2MzQ2._V1_SX300.jpg",NA,6.6,"321","tt0030317","movie","True",NA,"USA","Drama"
"1629","Key Largo (1948)","Key Largo",1948,1,1,"UNRATED","31 Jul 1948",100,"Crime, Drama, Film-Noir","John Huston","Richard Brooks (screenplay), John Huston (screenplay), Maxwell Anderson (based on the play by)","Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore","A man visits his old friend's hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.","English, Italian","USA","Won 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BNjU0NjU1NjYzN15BMl5BanBnXkFtZTgwMTk0NzE2MjE@._V1._CR0.883331298828125,23.533340454101562,686,1012_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",NA,7.9,"26,904","tt0040506","movie","True",NA,"USA","Crime"
"1630","Khartoum (1966)","Khartoum",1966,1,1,"APPROVED","15 Jun 1966",128,"Action, Adventure, Drama","Basil Dearden, Eliot Elisofon","Robert Ardrey","Charlton Heston, Laurence Olivier, Richard Johnson, Ralph Richardson","In the Sudan, in 1883, British colonial forces defend Khartoum against an invading Muslim army led by a religious fanatic, the Mahdi.","English","UK","Nominated for 1 Oscar. Another 2 nominations.","http://ia.media-imdb.com/images/M/MV5BOTU5ODc5OTE2M15BMl5BanBnXkFtZTcwMzcxMDkyMQ@@._V1_SX300.jpg",NA,6.9,"4,596","tt0060588","movie","True",NA,"UK","Action"
"1631","Khovanshchina (1961)","Khovanshchina",1961,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1632","Kick Me (1975)","Kick Me",1975,1,1,"N/A","N/A",8,"Animation, Short","Robert Swarthe","N/A","N/A","N/A","N/A","USA","N/A","N/A",NA,6.5,"31","tt0073237","movie","True",NA,"USA","Animation"
"1633","Kill or Be Killed (1943)","Kill or Be Killed",1943,1,1,"N/A","N/A",NA,"Drama, War","N/A","N/A","Elisha Cook Jr.","N/A","English","USA","N/A","N/A",NA,NA,"N/A","tt0213032","movie","True",NA,"USA","Drama"
"1634","Killing in the Name (2010)","Killing in the Name",2010,1,1,"N/A","01 Aug 2010",39,"Documentary, Short","Jed Rothstein","N/A","N/A","In 2005, a suicide bomber walked into Ashraf's wedding, killing 27 people. Now he is on a quest to confront terrorism around the globe.","English","USA","Nominated for 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMTY1OTQ4OTQ3OV5BMl5BanBnXkFtZTcwNTczNjc2Mw@@._V1_SX300.jpg",NA,7.1,"69","tt1684897","movie","True",NA,"USA","Documentary"
"1635","Killing Joe (1999)","Killing Joe",1999,1,1,"N/A","14 Jun 1999",41,"Short","Mehdi Norowzian","Chris Fallon","Daniel Bliss, Hannes Dükler, Ellie Haddington, Craig Kelly","In 1963, teenager Joe is fascinated by John F. Kennedy, whose initials he shares.","English","UK","Nominated for 1 Oscar. Another 1 win.","N/A",NA,6.4,"48","tt0236386","movie","True",NA,"UK","Short"
"1636","Kind Lady (1951)","Kind Lady",1951,1,1,"N/A","20 Jun 1951",78,"Crime, Drama, Thriller","John Sturges","Jerry Davis (screenplay), Edward Chodorov (screenplay), Charles Bennett (screenplay), Edward Chodorov (play), Hugh Walpole (story)","Ethel Barrymore, Maurice Evans, Angela Lansbury, Keenan Wynn","Mary Herries has a passion for art and fine furniture. Even though she is getting on in years, she enjoys being around these priceless articles. One day she meets a strange young painter ...","English","USA","N/A","N/A",NA,7.1,"552","tt0043709","movie","True",NA,"USA","Crime"
"1637","King Gimp (1999)","King Gimp",1999,1,1,"N/A","N/A",39,"Documentary, Short","Susan Hannah Hadary, William A. Whiteford","Dan Keplinger","Paul Hungerford, Dan Keplinger","N/A","English","USA","Won 1 Oscar. Another 1 win & 1 nomination.","N/A",NA,7.6,"189","tt0239528","movie","True",NA,"USA","Documentary"
"1638","King Kong (1976)","King Kong",1976,3,3,"PG","17 Dec 1976",134,"Adventure, Fantasy, Horror","John Guillermin","James Ashmore Creelman, Ruth Rose, Merian C. Cooper (from an idea conceived by), Edgar Wallace (from an idea conceived by), Lorenzo Semple Jr. (screenplay)","Jeff Bridges, Charles Grodin, Jessica Lange, John Randolph","A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.","English","USA","Nominated for 2 Oscars. Another 5 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTcxMTcxNTY0M15BMl5BanBnXkFtZTYwNTA0Mzc5._V1_SX300.jpg",NA,5.8,"21,150","tt0074751","movie","True",NA,"USA","Adventure"
"1639","King Kong (2005)","King Kong",2005,4,4,"PG-13","14 Dec 2005",187,"Action, Adventure, Drama","Peter Jackson","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Merian C. Cooper (based on a story by), Edgar Wallace (based on a story by)","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.","English","New Zealand, USA, Germany","Won 3 Oscars. Another 38 wins & 71 nominations.","http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1_SX300.jpg",81,7.3,"296,458","tt0360717","movie","True",NA,"New Zealand","Action"
"1640","King of Jazz (1929)","King of Jazz",1929,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1641","King of the Zombies (1941)","King of the Zombies",1941,1,1,"APPROVED","14 May 1941",67,"Comedy, Horror","Jean Yarbrough","Edmond Kelso (screenplay)","Dick Purcell, Joan Woodbury, Mantan Moreland, Henry Victor","On a spooky island, three stranded travelers find an evil doctor working with foreign spies and in control of zombies.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM3OTk3ODY0OF5BMl5BanBnXkFtZTcwODk1NzI0NQ@@._V1._CR40,34,272,416_SX89_AL_.jpg_V1_SX300.jpg",NA,5.3,"1,389","tt0033787","movie","True",NA,"USA","Comedy"
"1642","King Rat (1965)","King Rat",1965,2,2,"APPROVED","27 Oct 1965",134,"War, Drama","Bryan Forbes","James Clavell (based on a novel by), Bryan Forbes (written for the screen by)","George Segal, Tom Courtenay, James Fox, Patrick O'Neal","A fast-taking wheeler-dealer corporal in a Malaysian POW camp during WWII uses bribery and larceny to take de facto control of the camp from his senior officers.","English, Malay, Japanese","USA","Nominated for 2 Oscars. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTI4NDA4NjQ2N15BMl5BanBnXkFtZTcwODIyMzYxMQ@@._V1_SX300.jpg",NA,7.6,"2,948","tt0059358","movie","True",NA,"USA","War"
"1643","King Solomon's Mines (1950)","King Solomon's Mines",1950,3,3,"PASSED","24 Nov 1950",103,"Adventure, Romance, Action","Compton Bennett, Andrew Marton","Helen Deutsch (screenplay), H. Rider Haggard (novel)","Deborah Kerr, Stewart Granger, Richard Carlson, Hugo Haas","Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.","English","USA","Won 2 Oscars. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BNjc3MTAxMDcyOV5BMl5BanBnXkFtZTgwNjk2NjQzMTE@._V1_SX300.jpg",NA,6.9,"4,185","tt0042646","movie","True",NA,"USA","Adventure"
"1644","King Vidor (1929)","King Vidor",1929,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1645","King: A Filmed Record...Montgomery to Memphis (1970)","King: A Filmed Record...Montgomery to Memphis",1970,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1646","Kings of the Turf (1941)","Kings of the Turf",1941,1,1,"Approved","27 Sep 1941",10,"Documentary, Short, Sport","Del Frazier","Harold Medford","Knox Manning","This entry in ""The Sports Parade"" series, shows us how Mortimer, a Standardbred horse, is trained for harness racing.","English","USA","N/A","N/A",NA,5.3,"92","tt0033788","movie","True",NA,"USA","Documentary"
"1647","Kings Row (1942)","Kings Row",1942,3,3,"NOT RATED","18 Apr 1942",127,"Drama, Mystery, Romance","Sam Wood","Casey Robinson (screen play), Henry Bellamann (from the novel by)","Ann Sheridan, Robert Cummings, Ronald Reagan, Betty Field","The dark side and hypocrisy of provincial American life is seen through the eyes of five children as they grow to adulthood at the turn-of-the-century.","English, French","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTgzMTU2NzM4MF5BMl5BanBnXkFtZTgwMzgzNzYxMTE@._V1_SX300.jpg",NA,7.7,"2,871","tt0034946","movie","True",NA,"USA","Drama"
"1648","Kinsey (2004)","Kinsey",2004,1,1,"R","07 Jan 2005",118,"Biography, Drama","Bill Condon","Bill Condon","Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.","English","USA, Germany","Nominated for 1 Oscar. Another 15 wins & 43 nominations.","http://ia.media-imdb.com/images/M/MV5BMTA0MjA1MjA4MDNeQTJeQWpwZ15BbWU3MDQxMDQ2MjE@._V1_SX300.jpg",79,7.1,"41,622","tt0362269","movie","True",NA,"USA","Biography"
"1649","Kismet (1944)","Kismet",1944,4,4,"PASSED","01 Oct 1944",100,"Adventure, Fantasy","William Dieterle","Edward Knoblock (play), John Meehan (screenplay)","Ronald Colman, Marlene Dietrich, James Craig, Edward Arnold","Hafiz, a rascally beggar on the periphery of the court of Baghdad, schemes to marry his daughter to royalty and to win the heart of the queen of the castle himself.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTg1MzQ3MDE4M15BMl5BanBnXkFtZTYwNjU0MDU2._V1_SX300.jpg",NA,6.1,"674","tt0036984","movie","True",NA,"USA","Adventure"
"1650","Kiss Me Kate (1953)","Kiss Me Kate",1953,1,1,"APPROVED","26 Nov 1953",109,"Comedy, Musical, Romance","George Sidney","Dorothy Kingsley (screenplay), Sam Spewack (book), Bella Spewack (book)","Kathryn Grayson, Howard Keel, Ann Miller, Keenan Wynn","Fred and Lilly are a divorced pair of actors who are brought together by Cole Porter who has written a musical version of The Taming of the Shrew. Of course, the couple seem to act a great ...","English, French, Italian","USA","Nominated for 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BODk2ODUyOTczOV5BMl5BanBnXkFtZTcwNjMyODEyMQ@@._V1._CR0,49,262,423_SX89_AL_.jpg_V1_SX300.jpg",NA,7.2,"4,050","tt0045963","movie","True",NA,"USA","Comedy"
